path,folder,namefull,mouse,session,nTrial,mvtDir,actType,stimType,sessionNum,group,Area,MajorAxisLength,MinorAxisLength,Orientation,WeightedCentroid_1,WeightedCentroid_2,MeanIntensity,WeightedArea,ComponentId,FrameId,FrameTime,FramePeak
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,31,7.20510364083996,5.76488485669787,2.40302579319776,135.277167006018,218.231287854978,0.0364014992956535,1.12844647816526,5,25,0.2,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,25,7.86166322328382,4.25094319302591,-22.3102816492905,154.421053562696,223.941781662511,0.0325162323758328,0.812905809395821,6,25,0.2,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,9,3.46410161513775,3.46410161513775,0,110.027206654582,273.853760181597,0.0271400517083193,0.244260465374874,7,25,0.2,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,7,4.31282648363321,2.22803805452514,-8.34962211699681,104.426654841762,267.604963120344,0.0128173679593585,0.0897215757155097,8,25,0.2,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,6882,149.022074532338,71.8961093525158,-87.7496607090725,124.471334714107,249.891199696188,0.270574455649998,1862.09340378329,1,26,0.25,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,197,26.1923335632805,10.1366641600188,-46.760806286829,176.120691352932,229.208790476127,0.0303094184726301,5.97095543910812,2,26,0.25,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,35,12.9725011405186,4.11077022543436,-79.5362552958287,150.586975193176,192.251142677714,0.00625774943617452,0.219021230266108,3,26,0.25,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,2,2.3094010767585,1.15470053837925,90,85,228.081366181213,0.000352012354587377,0.000704024709174755,4,26,0.25,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,2,2.3094010767585,1.15470053837925,0,145.655308364572,199,0.00112709266372644,0.00225418532745289,5,26,0.25,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,8266,151.688941883823,85.3557565481164,-88.8940181546699,124.265082124735,251.159699231116,0.265045925734222,2190.86962211908,1,27,0.3,1
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,10,4.08574758561188,3.3065591380366,90,150.012032188144,189.931123112375,0.0038176257991834,0.038176257991834,2,27,0.3,1
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,7,4.31282648363321,2.22803805452514,8.34962211699681,184.490381843905,260.483565306097,0.00742703329530358,0.0519892330671251,3,27,0.3,1
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,1,1.15470053837925,1.15470053837925,0,236,221,0.000549484161617558,0.000549484161617558,4,27,0.3,1
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,8146,156.153686081136,82.5699315891072,-87.5182903388236,122.581749401094,251.869027638411,0.266963781637998,2174.68696522313,1,28,0.35,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,57,9.94134502466452,8.0731539586958,83.7892489251428,69.8298280410914,221.924271563351,0.0141877271037834,0.808700444915655,2,28,0.35,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,24,8.02440465743331,4.37137620135383,-33.7468441300962,236.086734863765,220.968015066022,0.0104139883916532,0.249935721399678,3,28,0.35,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,4,3.43590880093359,1.69150742780922,-58.282525588539,233.603889548261,229.037958941329,0.00129207112136761,0.00516828448547044,4,28,0.35,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,6894,161.372267508118,66.3062005866742,-85.8919250079512,120.004954848472,251.813169765394,0.280757406649783,1935.5415614436,1,29,0.4,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,81,12.0154634889764,9.45575445049956,-85.0097063005099,69.9616658854828,222.188091787322,0.0259692983646084,2.10351316753328,2,29,0.4,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,35,8.14507533708762,5.69463819884565,33.5542724192976,160.246473688521,269.799548827568,0.0639134762613426,2.23697166914699,3,29,0.4,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,12,4.51422459329779,3.70579106701613,55.2780226097917,173.019447009912,245.903881726168,0.0126346187155021,0.151615424586026,4,29,0.4,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,2,2.3094010767585,1.15470053837925,0,182.405269679404,237,0.00437170278960209,0.00874340557920418,5,29,0.4,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,5444,163.263600391579,60.4004383429102,-84.9892042315847,117.144681367653,250.823908652225,0.295238528292525,1607.27854802451,1,30,0.45,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,81,12.2093477348251,9.11539029948852,80.0826287490155,69.8284202670763,222.52912320659,0.031127792044068,2.52135115556951,2,30,0.45,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,34,8.26755011096452,5.33994137335604,6.15860492359582,144.860919902062,268.81736162189,0.0796629638645735,2.7085407713955,3,30,0.45,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,3,3.46410161513775,1.15470053837925,0,134.646325205209,219,0.00376368592446395,0.0112910577733918,4,30,0.45,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,2985,87.8316716959978,54.0136969785374,89.5987970700969,112.356115548573,228.039779842483,0.309077147440496,922.595285109882,1,31,0.5,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,975,55.3576084655188,25.4773628770003,-81.5022433905906,120.435718483675,305.360245285028,0.334857696548346,326.486254134637,2,31,0.5,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,65,11.6600252177795,7.80525952294655,69.5936518033855,69.3127719799209,223.353397399515,0.0254102047273922,1.65166330728049,3,31,0.5,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,26,8.37665974862641,4.3515638504903,17.153379459042,154.528613135655,241.909472351324,0.0397251805580797,1.03285469451007,4,31,0.5,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,2329,81.5292406140127,49.6740095199561,-89.9959529092749,109.828599359361,226.779619862204,0.290481121285534,676.53053147401,1,32,0.55,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,629,51.8675086839355,17.164552570569,-77.9164945373959,119.937045358589,305.479578472619,0.273928514062143,172.301035345088,2,32,0.55,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,25,8.49290185566322,4.01154393429001,58.7390736529386,68.0119260615606,225.261695592611,0.0144786905018881,0.361967262547202,3,32,0.55,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,14,4.91838146044775,3.72890894294322,-45,118.596465574618,177.507084188944,0.0215424301072422,0.301594021501391,4,32,0.55,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,1745,76.6906386647722,41.6578666179958,84.8862329075046,106.10780575764,225.237765481818,0.269778572708922,470.763609377069,1,33,0.6,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,357,44.130937515657,11.5105137766676,-77.4990171169462,119.527381661344,304.327494484015,0.16654625021385,59.4570113263444,2,33,0.6,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,65,13.1503220133144,6.41406225836845,-45.2173246498567,132.333997419064,239.533675500957,0.246217276581954,16.004122977827,3,33,0.6,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,2,2.3094010767585,1.15470053837925,90,67,226.629412245961,0.0035777707201353,0.00715554144027059,4,33,0.6,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,1335,67.285409208211,37.9716700094969,83.156776472517,104.302933216382,225.771288575831,0.267606117202113,357.254166464821,1,34,0.65,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,41,8.93206458331967,6.03309819545643,52.8017554258853,119.943135822743,307.068648334433,0.0763668379288355,3.13104035508226,2,34,0.65,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,33,14.9350740316788,4.15268075151616,-86.8976572717783,117.746825351997,293.078847651056,0.0299926787371976,0.98975839832752,3,34,0.65,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,26,8.80140350899962,3.91864888606799,-40.803714460436,132.135994902364,239.359007578707,0.14712088645492,3.82514304782792,4,34,0.65,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,498,39.0089489031288,18.5268076035244,62.10904717437,99.5839140729764,216.469821985572,0.262685965052441,130.817610596116,1,35,0.7,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,462,38.490552213257,20.4959570832047,11.5930456955407,107.342731890439,237.661616832459,0.314826307115941,145.449753887565,2,35,0.7,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,17,5.96165962640565,3.83897615425732,76.0355106456596,85.2626050337124,230.148111009057,0.0391490957929611,0.665534628480339,3,35,0.7,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,10,4.08574758561188,3.3065591380366,90,114.98279676244,206.146794927618,0.0213082246827679,0.213082246827679,4,35,0.7,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,6,3.46410161513775,2.3094010767585,90,121.745128445905,194.82316931887,0.0140432817571103,0.0842596905426619,5,35,0.7,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,6,4,2.21108319357027,-36.869897645844,132.136266699921,239.450574707279,0.0312400313422577,0.187440188053546,6,35,0.7,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,407,36.9538266959743,19.8115813049353,12.5994596855621,107.983750831544,237.151939331665,0.32356077743412,131.689236415687,1,36,0.75,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,356,29.2575202141394,16.6803455863457,56.9861588216111,98.3782972974931,218.40053757998,0.243284822163866,86.6093966903362,2,36,0.75,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,301,26.8130414131616,16.1102046248484,-21.9823507976727,109.449945046738,236.553073511991,0.407568171540969,122.678019633832,1,37,0.8,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,237,24.4696943329558,12.8446718446299,69.5229054480815,97.8952871065542,219.995124642161,0.21956250608777,52.0363139428016,2,37,0.8,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,47,9.70762639126058,6.63362158806034,-22.4883165219542,92.9883040453802,246.307706996035,0.0535525071816208,2.51696783753618,3,37,0.8,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,6,3.46410161513775,2.3094010767585,90,90.4218864156517,238.043589692482,0.0349478306781196,0.209686984068718,4,37,0.8,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,486,42.6887720680583,18.6144117068574,-49.5002568822957,107.991541043175,234.256267770258,0.314598764298241,152.894999448945,1,38,0.85,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,3,2.58198889747161,1.76383420737639,-45,132.489214444471,239.84832041589,0.0121747901145341,0.0365243703436022,2,38,0.85,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,1,1.15470053837925,1.15470053837925,0,96,248,0.0113428987438753,0.0113428987438753,3,38,0.85,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,460,37.5305090618769,18.110461171933,-42.7692545150987,109.627445485469,235.806724954077,0.334946852434234,154.075552119747,1,39,0.9,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,14,5.98920327767236,3.1069685583424,-36.76999259398,132.148550994177,239.622791732344,0.113880508038819,1.59432711254346,2,39,0.9,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,12,4.56647495512171,3.56410746748772,-32.0668216029527,122.73194287828,253.768778229873,0.0639569082331271,0.767482898797525,3,39,0.9,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,551,41.2381268071544,19.5186498404325,-48.3797479827281,110.981690776027,237.046750392202,0.338255520188098,186.378791623642,1,40,0.95,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,33,9.58047685721345,4.52617633190304,-41.2822599170642,131.927500136192,239.453037260337,0.23259408634922,7.67560484952427,2,40,0.95,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,18,7.99724244220101,3.20411228624732,-71.7073408501533,118.401673484114,292.495581186243,0.0376765357681483,0.678177643826669,3,40,0.95,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,9,4.76095228569523,2.61996136056702,63.434948822922,98.095522530245,246.697751906575,0.0195861011268866,0.176274910141979,4,40,0.95,0
F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg\m1684_231003_REG.mat,F:\users\Fei\DataAnalysis\WFW_M168X\TrialAll\MvtDir0\ActMap\Reg,m1684_231003_REG.mat,m1684,231003,All,0,Reg,limbMvt,4,Control,703,42.2808858986862,23.4185623526155,-47.1831714071447,112.169302024155,238.449568893073,0.367256347676338,258.181212416466,1,41,1,0
